,Doctor,Review,5 
45,Paul A. Dale| M.D.,"�My experience from my knee surgery at Heartland Orthopedics went ""great"" from the start. From my first appointment with Dr. Dale to my 12 week check-up with him. The staff at both Heartland Orthopedic Specialists and during my 3 day stay at Alomere Health were all ""very professional"". Could not have asked for better care from the entire group. Nice to have such an excellent facility so close to home!!�",5
46,James E. Andrews Jr.| D.O.,�I have lower back problems and have several epidural shots overt the last few years from Dr. Andrews. He is always professional. He is always looking for a way to ease my problem. The staff at the hospital has always been very professional and let you know what is happening. All are very caring people. I have often told people about my outstanding treatment and recommended Heartland| Douglas Co Hospital and Dr. Andrews. Thank you very much.�,5
47,Dennis P. Weigel| M.D.,�Dr. Weigel was on call when I was referred to Heartland Orthopedic Clinic for a knee problem| Friday| June 3rd. Professional| knowledgeable| courteous| concerned| personable| are the words that come to mind when I think of Dr. Weigel and his team. I could not have been in more capable hands. Tuesday and Thursday the following week| Dr. Weigel performed extremely successful surgeries to clean up a staph infection in my knee. FYI: The origin of the infection was not a knee replacement or other clinic/hospital related event. I have found my orthopedic specialist for any future need.�,5
48,Dennis P. Weigel| M.D.,�I needed to have shoulder surgery and Dr. Wiegel told me what he had to do and what I should expect on recovery.�,1
49,Thomas E. Dudley| M.D.| Ph.D.,"�All my experiences with Heartland Orthopedic Specialists and Alomere Health have been extremely satisfactory. Everyone I saw at both places was helpful| kind and caring. I had double knee replacement at Dr. Dudley's suggestion and am so glad I did it that way. Dr. Dudley did one knee while Dr. Dale did the other| so I didn't have to be in surgery for an extended amount of time. The surgery wasn't a ""horrible"" experience| but I am glad I only had to do it once! I would--and have--recommended Heartland Orthopedic Specialists and Douglas Co. Hospital to others.�",5
50,Paul A. Dale| M.D.,�I had limited expectations. I needed the hip pain to go away. Guess what it is gone and I am forever grateful. I am having a new experience every day. I have Freedom from Pain.�,5
51,Eric W. Nelson| M.D.,"�Dr. Nelson has repaired numerous arthritic joints for me. I have always found him to be professional| competent and caring. He suggests surgery as the last resort and actively tries to find non-evasive solutions. I have had very little pain from his procedures and his ""seamstress"" abilities have left me with minimal scarring. He is a great addition to the heartland facility and I have| and will continue to recommend him to others. ps. The entire staff of heartland| from the doctors| therapists| hospital staff etc have been outstanding.�",4
52,Paul A. Dale| M.D.,�Again I felt very confident having Dr. Dale do my knee replacement surgery. His help and encouragement both before and after surgery meant a lot to me. He knew I would be happy to hear I could return to therapy in the Grand Arbor pool!�,5
53,Paul A. Dale| M.D.,�Dr. Dale replaced my knee in February 2015. After faithfully following my physical therapy| I have no further pain. In fact| my new knee works better than the original one that is still in the other leg. I am so very happy that I came to Heartland Orthopedic Specialists and had my knee replaced!�,5
54,Paul A. Dale| M.D.,�My experience with Heartland Orthopedic Specialists was very good/excellent. Our community can be very proud of our medical facilities that we have here in Alexandria| along with the medical staff that provide excellent care. I had knee surgery done and had wonderful care from all the doctors and nursing staff at the hospital....and the good food that we had each day too.�,5
55,Russell S. Sticha| D.P.M.,�I was very pleased with Heartland Orthopedic Specialists � I was able to see a doctor quickly| appointment was on time and doctor diagnosed problem immediately. The doctor was also very informative and assured me to return if there were future problems.�,5
56,Dennis P. Weigel| M.D.,�We both have had knee replacements and George a hip replacement of which are very pleased with and would highly recommend Heartland Orthopedic Specialists. Shirley had Doctor Brand years back when broke my arm and that too was a success still wearing the pins put in. The therapy we both have received too was well worth it. �,4
57,Thomas E. Dudley| M.D.| Ph.D.,�Everyone was wonderful| starting with the admitting through my discharge. I can not say enough about the wonderful care through the process of my second knee replacement. The first knee replacement was the previous year and it went so well and again the great care of everyone| made it very easy to decide to do the second a year later on 2-4-16. It was amazing to stand the first time after surgery and have no pain like I had been having before the surgery. Of course I was given medications for the pain that I could have and I am sure the nerve block helped as well| but through my whole recovery I honestly can say I have had very little pain| mostly just some stiffness that the exercises help with. Thank you so much for taking care of me!�,5
58,Paul A. Dale| M.D.,�Hip replacement very well. Very pleased. From start to finish| they informed me of everything that was going on. Surgery went well| therapy| and follow up visits.�,5
59,Paul A. Dale| M.D.,�The nurse and Dr. Dale were both very friendly and made me feel very comfortable. I was happy to be able to schedule my second knee replacement surgery and make the necessary arrangements.�,4
60,Eric W. Nelson| M.D.,"�Having moved to Alexandria 6 years ago| I have become Dr. Eric Nelson's ""poster child"". Arthritis has taken its toll and he has replaced a knee| a hip| and a shoulder for me. He will do the other shoulder the end of April. I have found Dr. Nelson and the orthopedic staff to be friendly| competent| and caring...take it from me... I should know!!! Dr. Nelson looks for other methods of relief before surgery. He encourages one to seek alternate methods if one can find relief. He uses surgery as the method of last resort. I have encouraged others to see Dr. Nelson. Heartland clinic is a major economic development boon to Alexandria. Keep up the good work!!�",5
61,Paul A. Dale| M.D.,�Very satisfied with Dr. Dale and Heartland Orthopedic Specialists as well. Very impressive program before| during hospital stay and post op care. In need of another surgery and plan to come there again.�,5
62,Paul A. Dale| M.D.,�My questions were always answered. The hip surgery was completed and the therapy was very helpful. I was so pleased that coaches were allowed in and shown how to help the patient.�,5
